"","state","zip","agi"
"1127","AR",72394,29687
"1128","AR",72395,46511
"1129","AR",72396,46300
"1130","AR",72401,45762
"1131","AR",72404,63019
"1132","AR",72410,31944
"1133","AR",72411,40198
"1134","AR",72412,45454
"1135","AR",72413,36184
"1136","AR",72414,39166
"1137","AR",72415,33173
"1138","AR",72416,45907
"1139","AR",72417,46184
"1140","AR",72419,40732
"1141","AR",72421,35227
"1142","AR",72422,42941
"1143","AR",72425,29687
"1144","AR",72429,40625
"1145","AR",72430,31250
"1146","AR",72432,41757
"1147","AR",72433,33801
"1148","AR",72434,42736
"1149","AR",72435,32812
"1150","AR",72436,38815
"1151","AR",72437,42708
"1152","AR",72438,43342
"1153","AR",72440,35416
"1154","AR",72442,50657
"1155","AR",72443,42056
"1156","AR",72444,37298
"1157","AR",72447,49305
"1158","AR",72450,47320
"1159","AR",72454,42002
"1160","AR",72455,42706
"1161","AR",72456,35000
"1162","AR",72458,38586
"1163","AR",72459,37500
"1164","AR",72460,37500
"1165","AR",72461,41911
"1166","AR",72466,42559
"1167","AR",72469,38214
"1168","AR",72470,31250
"1169","AR",72471,37500
"1170","AR",72472,37908
"1171","AR",72473,42069
"1172","AR",72476,42609
"1173","AR",72478,31250
"1174","AR",72479,49000
"1175","AR",72482,29411
"1176","AR",72501,47714
"1177","AR",72512,36500
"1178","AR",72513,43500
"1179","AR",72517,30357
"1180","AR",72519,43552
"1181","AR",72520,29166
"1182","AR",72521,41500
"1183","AR",72522,37500
"1184","AR",72523,35227
"1185","AR",72524,37500
"1186","AR",72527,36538
"1187","AR",72529,37418
"1188","AR",72530,45774
"1189","AR",72531,43055
"1190","AR",72532,40740
"1191","AR",72533,28409
"1192","AR",72534,47074
"1193","AR",72536,33088
"1194","AR",72537,48750
"1195","AR",72538,32500
"1196","AR",72539,34375
"1197","AR",72542,36231
"1198","AR",72543,50736
"1199","AR",72544,38500
"1200","AR",72550,47727
"1201","AR",72554,36138
"1202","AR",72556,46590
"1203","AR",72560,41337
"1204","AR",72561,43750
"1205","AR",72562,42469
"1206","AR",72564,39062
"1207","AR",72565,33467
"1208","AR",72566,44444
"1209","AR",72567,27083
"1210","AR",72568,40808
"1211","AR",72569,30147
"1212","AR",72571,40625
"1213","AR",72573,31250
"1214","AR",72576,40413
"1215","AR",72577,36500
"1216","AR",72579,42500
"1217","AR",72581,50297
"1218","AR",72583,41008
"1219","AR",72584,36184
"1220","AR",72601,46020
"1221","AR",72611,40858
"1222","AR",72616,38558
"1223","AR",72619,38311
"1224","AR",72623,44791
"1225","AR",72624,32812
"1226","AR",72626,46428
"1227","AR",72628,34375
"1228","AR",72629,31250
"1229","AR",72631,49357
"1230","AR",72632,39855
"1231","AR",72633,40625
"1232","AR",72634,40183
"1233","AR",72635,39670
"1234","AR",72638,37279
"1235","AR",72639,27777
"1236","AR",72640,30357
"1237","AR",72641,37212
"1238","AR",72642,46036
"1239","AR",72644,37634
"1240","AR",72645,34649
"1241","AR",72648,31250
"1242","AR",72650,33069
"1243","AR",72651,38265
"1244","AR",72653,46300
"1245","AR",72655,29166
"1246","AR",72658,42063
"1247","AR",72660,31250
"1248","AR",72661,36363
"1249","AR",72662,39724
"1250","AR",72663,29166
"1251","AR",72666,28409
"1252","AR",72668,40441
"1253","AR",72675,35500
"1254","AR",72679,17934
"1255","AR",72680,33333
"1256","AR",72682,37500
"1257","AR",72683,31250
"1258","AR",72685,36519
"1259","AR",72687,40934
"1260","AR",72701,56097
"1261","AR",72703,60832
"1262","AR",72704,60594
"1263","AR",72712,80753
"1264","AR",72714,70506
"1265","AR",72715,66677
"1266","AR",72717,35775
"1267","AR",72718,97851
"1268","AR",72719,66100
"1269","AR",72721,32500
"1270","AR",72722,39959
"1271","AR",72727,48898
"1272","AR",72729,32954
"1273","AR",72730,57315
"1274","AR",72732,54739
"1275","AR",72734,47418
"1276","AR",72736,54320
"1277","AR",72738,52016
"1278","AR",72739,47159
"1279","AR",72740,42597
"1280","AR",72742,34090
"1281","AR",72744,41884
"1282","AR",72745,56106
"1283","AR",72751,52773
"1284","AR",72752,28409
"1285","AR",72753,52372
"1286","AR",72756,49793
"1287","AR",72758,75454
"1288","AR",72760,31250
"1289","AR",72761,47789
"1290","AR",72762,59909
"1291","AR",72764,41299
"1292","AR",72768,32012
"1293","AR",72769,43571
"1294","AR",72773,43604
"1295","AR",72774,50320
"1296","AR",72776,31944
"1297","AR",72801,39315
"1298","AR",72802,59382
"1299","AR",72821,38135
"1300","AR",72823,43055
"1301","AR",72824,36637
"1302","AR",72830,41140
"1303","AR",72832,34558
"1304","AR",72833,38707
"1305","AR",72834,43037
"1306","AR",72835,40000
"1307","AR",72837,50985
"1308","AR",72840,37837
"1309","AR",72842,38750
"1310","AR",72843,44207
"1311","AR",72845,46276
"1312","AR",72846,44948
"1313","AR",72847,48798
"1314","AR",72851,37500
"1315","AR",72852,26136
"1316","AR",72853,37676
"1317","AR",72854,36413
"1318","AR",72855,41979
"1319","AR",72856,29687
"1320","AR",72857,38031
"1321","AR",72858,50267
"1322","AR",72860,34166
"1323","AR",72863,47574
"1324","AR",72865,46354
"1325","AR",72901,35409
"1326","AR",72903,55721
"1327","AR",72904,27990
"1328","AR",72908,54535
"1329","AR",72916,74840
"1330","AR",72921,50648
"1331","AR",72923,40064
"1332","AR",72926,36029
"1333","AR",72927,40207
"1334","AR",72928,41346
"1335","AR",72930,45833
"1336","AR",72932,42241
"1337","AR",72933,52500
"1338","AR",72934,33035
"1339","AR",72936,56250
"1340","AR",72937,44836
"1341","AR",72938,38750
"1342","AR",72940,45312
"1343","AR",72941,52347
"1344","AR",72943,38172
"1345","AR",72944,45072
"1346","AR",72946,43313
"1347","AR",72947,41406
"1348","AR",72948,36111
"1349","AR",72949,45460
"1350","AR",72950,33333
"1351","AR",72951,44062
"1352","AR",72952,47527
"1353","AR",72955,32500
"1354","AR",72956,46070
"1355","AR",72958,34608
"1356","AR",72959,42427
"1357","CA",90001,27338
"1358","CA",90002,26906
"1359","CA",90003,25482
"1360","CA",90004,46500
"1361","CA",90005,39256
"1362","CA",90006,28090
"1363","CA",90007,29078
"1364","CA",90008,48741
"1365","CA",90010,79402
"1366","CA",90011,25282
"1367","CA",90012,51535
"1368","CA",90013,66464
"1369","CA",90014,63588
"1370","CA",90015,51409
"1371","CA",90016,40223
"1372","CA",90017,46741
"1373","CA",90018,34762
"1374","CA",90019,47635
"1375","CA",90020,40943
"1376","CA",90021,60546
"1377","CA",90022,31373
"1378","CA",90023,29049
"1379","CA",90024,102432
"1380","CA",90025,85865
"1381","CA",90026,48309
"1382","CA",90027,62401
"1383","CA",90028,41956
"1384","CA",90029,35699
"1385","CA",90031,35617
"1386","CA",90032,41038
"1387","CA",90033,28954
"1388","CA",90034,61377
"1389","CA",90035,79894
"1390","CA",90036,79315
"1391","CA",90037,26226
"1392","CA",90038,39177
"1393","CA",90039,68395
"1394","CA",90040,38908
"1395","CA",90041,64860
"1396","CA",90042,48457
"1397","CA",90043,47269
"1398","CA",90044,28327
"1399","CA",90045,88974
"1400","CA",90046,71241
"1401","CA",90047,38947
"1402","CA",90048,87403
"1403","CA",90049,119436
"1404","CA",90056,82385
"1405","CA",90057,28332
"1406","CA",90058,34503
"1407","CA",90059,28673
"1408","CA",90061,29666
"1409","CA",90062,31728
"1410","CA",90063,31619
"1411","CA",90064,100384
"1412","CA",90065,55255
"1413","CA",90066,75740
"1414","CA",90067,150190
"1415","CA",90068,87269
"1416","CA",90069,90724
"1417","CA",90077,137157
"1418","CA",90094,118837
"1419","CA",90201,29942
"1420","CA",90210,131054
"1421","CA",90211,97080
"1422","CA",90212,102643
"1423","CA",90220,34346
"1424","CA",90221,31187
"1425","CA",90222,31196
"1426","CA",90230,77163
"1427","CA",90232,78777
"1428","CA",90240,60288
"1429","CA",90241,51045
"1430","CA",90242,47296
"1431","CA",90245,92463
"1432","CA",90247,42815
"1433","CA",90248,54746
"1434","CA",90249,48304
"1435","CA",90250,45062
"1436","CA",90254,111254
"1437","CA",90255,30322
"1438","CA",90260,43861
"1439","CA",90262,32721
"1440","CA",90265,107582
"1441","CA",90266,130583
"1442","CA",90270,30075
"1443","CA",90272,134016
"1444","CA",90274,130850
"1445","CA",90275,116582
"1446","CA",90277,99313
"1447","CA",90278,96031
"1448","CA",90280,35215
"1449","CA",90290,95720
"1450","CA",90291,84596
"1451","CA",90292,106277
"1452","CA",90293,94266
"1453","CA",90301,34618
"1454","CA",90302,39387
"1455","CA",90303,36398
"1456","CA",90304,31473
"1457","CA",90305,55161
"1458","CA",90401,86876
"1459","CA",90402,130952
"1460","CA",90403,97888
"1461","CA",90404,71896
"1462","CA",90405,93482
"1463","CA",90501,60032
"1464","CA",90502,58281
"1465","CA",90503,84725
"1466","CA",90504,66052
"1467","CA",90505,86433
"1468","CA",90601,61213
"1469","CA",90602,50461
"1470","CA",90603,75404
"1471","CA",90604,54975
"1472","CA",90605,52383
"1473","CA",90606,46215
"1474","CA",90620,57736
"1475","CA",90621,47146
"1476","CA",90623,73263
"1477","CA",90630,73326
"1478","CA",90631,59353
"1479","CA",90638,65530
"1480","CA",90640,45375
"1481","CA",90650,44834
"1482","CA",90660,43367
"1483","CA",90670,52962
"1484","CA",90680,42308
"1485","CA",90701,47049
"1486","CA",90703,78133
"1487","CA",90706,45521
"1488","CA",90710,53717
"1489","CA",90712,70916
"1490","CA",90713,75267
"1491","CA",90715,51932
"1492","CA",90716,32049
"1493","CA",90717,59731
"1494","CA",90720,90457
"1495","CA",90723,35716
"1496","CA",90731,54837
"1497","CA",90732,84788
"1498","CA",90740,80740
"1499","CA",90744,38193
"1500","CA",90745,50557
"1501","CA",90746,59099
"1502","CA",90755,66631
"1503","CA",90802,53173
"1504","CA",90803,89820
"1505","CA",90804,42984
"1506","CA",90805,37664
"1507","CA",90806,40372
"1508","CA",90807,71265
"1509","CA",90808,85897
"1510","CA",90810,41357
"1511","CA",90813,28752
"1512","CA",90814,69376
"1513","CA",90815,81878
"1514","CA",91001,80553
"1515","CA",91006,81608
"1516","CA",91007,74331
"1517","CA",91008,106887
"1518","CA",91010,53434
"1519","CA",91011,125987
"1520","CA",91016,64455
"1521","CA",91020,63487
"1522","CA",91024,95545
"1523","CA",91030,90810
"1524","CA",91040,64370
"1525","CA",91042,56941
"1526","CA",91101,74100
"1527","CA",91103,58139
"1528","CA",91104,67273
"1529","CA",91105,119943
"1530","CA",91106,77906
"1531","CA",91107,83862
"1532","CA",91108,122443
"1533","CA",91201,55421
"1534","CA",91202,69896
"1535","CA",91203,52292
"1536","CA",91204,41985
"1537","CA",91205,42577
"1538","CA",91206,65895
"1539","CA",91207,92361
"1540","CA",91208,95486
"1541","CA",91210,103676
"1542","CA",91214,84530
"1543","CA",91301,97621
"1544","CA",91302,110870
"1545","CA",91303,41943
"1546","CA",91304,56897
"1547","CA",91306,48971
"1548","CA",91307,83958
"1549","CA",91311,72224
"1550","CA",91316,79060
"1551","CA",91320,92134
"1552","CA",91321,56844
"1553","CA",91324,60295
"1554","CA",91325,61276
"1555","CA",91326,92519
"1556","CA",91331,34799
"1557","CA",91335,44412
"1558","CA",91340,37549
"1559","CA",91342,47586
"1560","CA",91343,47919
"1561","CA",91344,69615
"1562","CA",91345,47956
"1563","CA",91350,83247
"1564","CA",91351,57918
"1565","CA",91352,40590
"1566","CA",91354,96389
"1567","CA",91355,84430
"1568","CA",91356,80450
"1569","CA",91360,79699
"1570","CA",91361,108001
"1571","CA",91362,97024
"1572","CA",91364,94497
"1573","CA",91367,81825
"1574","CA",91377,103629
"1575","CA",91381,100085
"1576","CA",91384,77095
"1577","CA",91387,69852
"1578","CA",91390,89655
"1579","CA",91401,53623
"1580","CA",91402,34309
"1581","CA",91403,88904
"1582","CA",91405,36529
"1583","CA",91406,47313
"1584","CA",91411,50380
"1585","CA",91423,82115
"1586","CA",91436,132251
"1587","CA",91501,66165
"1588","CA",91502,50359
"1589","CA",91504,70288
"1590","CA",91505,72970
"1591","CA",91506,72492
"1592","CA",91601,47028
"1593","CA",91602,74010
"1594","CA",91604,91875
"1595","CA",91605,36882
"1596","CA",91606,39732
"1597","CA",91607,64913
"1598","CA",91701,71057
"1599","CA",91702,45387
"1600","CA",91706,36343
"1601","CA",91708,75631
"1602","CA",91709,79235
"1603","CA",91710,56492
"1604","CA",91711,86687
"1605","CA",91722,50371
"1606","CA",91723,51988
"1607","CA",91724,65457
"1608","CA",91730,55935
"1609","CA",91731,33524
"1610","CA",91732,34498
"1611","CA",91733,32300
"1612","CA",91737,80786
"1613","CA",91739,83299
"1614","CA",91740,61438
"1615","CA",91741,83252
"1616","CA",91744,37200
"1617","CA",91745,59459
"1618","CA",91746,39011
"1619","CA",91748,51758
"1620","CA",91750,75456
"1621","CA",91752,53252
"1622","CA",91754,52708
"1623","CA",91755,44336
"1624","CA",91761,48403
"1625","CA",91762,41605
"1626","CA",91763,40544
"1627","CA",91764,39077
"1628","CA",91765,73147
"1629","CA",91766,40347
"1630","CA",91767,41973
"1631","CA",91768,38290
"1632","CA",91770,39177
"1633","CA",91773,72850
"1634","CA",91775,74000
"1635","CA",91776,40213
"1636","CA",91780,59240
"1637","CA",91784,91524
"1638","CA",91786,50728
"1639","CA",91789,73716
"1640","CA",91790,51389
"1641","CA",91791,62870
"1642","CA",91792,51391
"1643","CA",91801,49892
"1644","CA",91803,49648
"1645","CA",91901,79436
"1646","CA",91902,77620
"1647","CA",91905,50189
"1648","CA",91906,49746
"1649","CA",91910,51903
"1650","CA",91911,43800
"1651","CA",91913,74847
"1652","CA",91914,93377
"1653","CA",91915,79081
"1654","CA",91916,68895
"1655","CA",91917,40000
"1656","CA",91932,42721
"1657","CA",91934,33500
"1658","CA",91935,81515
"1659","CA",91941,73797
"1660","CA",91942,58449
"1661","CA",91945,47100
"1662","CA",91950,36227
"1663","CA",91962,75426
"1664","CA",91963,32500
"1665","CA",91977,49844
"1666","CA",91978,57068
"1667","CA",91980,26973
"1668","CA",92003,71899
"1669","CA",92004,50939
"1670","CA",92007,92340
"1671","CA",92008,77352
"1672","CA",92009,107158
"1673","CA",92010,89751
"1674","CA",92011,101411
"1675","CA",92014,120050
"1676","CA",92019,68477
"1677","CA",92020,51307
"1678","CA",92021,49766
"1679","CA",92024,92536
"1680","CA",92025,52594
"1681","CA",92026,60567
"1682","CA",92027,52469
"1683","CA",92028,63994
"1684","CA",92029,82627
"1685","CA",92036,56288
"1686","CA",92037,113187
"1687","CA",92040,62267
"1688","CA",92054,52624
"1689","CA",92056,62184
"1690","CA",92057,59613
"1691","CA",92058,44948
"1692","CA",92059,98563
"1693","CA",92061,61458
"1694","CA",92064,87953
"1695","CA",92065,71352
"1696","CA",92066,47115
"1697","CA",92069,57948
"1698","CA",92070,48181
"1699","CA",92071,66136
"1700","CA",92075,101767
"1701","CA",92078,79418
"1702","CA",92081,67278
"1703","CA",92082,71319
"1704","CA",92083,41896
"1705","CA",92084,53680
"1706","CA",92086,45990
"1707","CA",92091,115961
"1708","CA",92101,79338
"1709","CA",92102,38936
"1710","CA",92103,77995
"1711","CA",92104,55700
"1712","CA",92105,32488
"1713","CA",92106,93080
"1714","CA",92107,69993
"1715","CA",92108,67908
"1716","CA",92109,67763
"1717","CA",92110,64539
"1718","CA",92111,55986
"1719","CA",92113,28904
"1720","CA",92114,43626
"1721","CA",92115,47868
"1722","CA",92116,62086
"1723","CA",92117,64946
"1724","CA",92118,98263
"1725","CA",92119,75307
"1726","CA",92120,79949
"1727","CA",92121,104438
"1728","CA",92122,85359
"1729","CA",92123,64540
"1730","CA",92124,77969
"1731","CA",92126,65784
"1732","CA",92127,115405
"1733","CA",92128,92786
"1734","CA",92129,93550
"1735","CA",92130,125467
"1736","CA",92131,114923
"1737","CA",92139,47876
"1738","CA",92154,43675
"1739","CA",92173,30476
"1740","CA",92201,39364
"1741","CA",92203,69002
"1742","CA",92210,115245
"1743","CA",92211,74023
"1744","CA",92220,48830
"1745","CA",92223,64274
"1746","CA",92225,45870
"1747","CA",92227,47033
"1748","CA",92230,31250
"1749","CA",92231,28562
"1750","CA",92233,39658
"1751","CA",92234,41019
"1752","CA",92236,29526
"1753","CA",92240,32729
"1754","CA",92241,34868
"1755","CA",92242,32236
"1756","CA",92243,43247
"1757","CA",92249,39653
"1758","CA",92250,47045
"1759","CA",92251,62906
"1760","CA",92252,42894
"1761","CA",92253,71076
"1762","CA",92254,23110
"1763","CA",92256,44102
"1764","CA",92257,29846
"1765","CA",92260,59786
"1766","CA",92262,58499
"1767","CA",92264,62685
"1768","CA",92270,92328
"1769","CA",92274,26511
"1770","CA",92276,37389
"1771","CA",92277,43498
"1772","CA",92281,33848
"1773","CA",92282,33552
"1774","CA",92283,28250
"1775","CA",92284,46505
"1776","CA",92285,34523
"1777","CA",92301,32764
"1778","CA",92305,56018
"1779","CA",92307,54414
"1780","CA",92308,50427
"1781","CA",92309,27500
"1782","CA",92310,45408
"1783","CA",92311,42655
"1784","CA",92313,59429
"1785","CA",92314,49001
"1786","CA",92315,54080
"1787","CA",92316,36227
"1788","CA",92320,57129
"1789","CA",92324,39643
"1790","CA",92327,37500
"1791","CA",92328,32954
"1792","CA",92335,33620
"1793","CA",92336,58564
"1794","CA",92337,47474
"1795","CA",92339,64843
"1796","CA",92342,61644
"1797","CA",92344,57364
"1798","CA",92345,41705
"1799","CA",92346,56581
"1800","CA",92347,35416
"1801","CA",92354,64047
"1802","CA",92356,36736
"1803","CA",92358,51071
"1804","CA",92359,53150
"1805","CA",92363,42626
"1806","CA",92365,41098
"1807","CA",92368,34913
"1808","CA",92371,47635
"1809","CA",92372,52812
"1810","CA",92373,79966
"1811","CA",92374,59249
"1812","CA",92376,35866
"1813","CA",92377,53017
"1814","CA",92392,44382
"1815","CA",92394,40306
"1816","CA",92395,42008
"1817","CA",92397,72139
"1818","CA",92399,62352
"1819","CA",92401,22817
"1820","CA",92404,35865
"1821","CA",92405,33629
"1822","CA",92407,46693
"1823","CA",92408,34966
"1824","CA",92410,27177
"1825","CA",92411,27672
"1826","CA",92501,43452
"1827","CA",92503,50736
"1828","CA",92504,49805
"1829","CA",92505,45145
"1830","CA",92506,76315
"1831","CA",92507,43104
"1832","CA",92508,74966
"1833","CA",92509,43310
"1834","CA",92518,82908
"1835","CA",92530,46453
"1836","CA",92532,66871
"1837","CA",92536,51449
"1838","CA",92539,42516
"1839","CA",92543,32760
"1840","CA",92544,45389
"1841","CA",92545,45356
"1842","CA",92548,34836
"1843","CA",92551,39646
"1844","CA",92553,35181
"1845","CA",92555,55976
"1846","CA",92557,47982
"1847","CA",92561,72544
"1848","CA",92562,70463
"1849","CA",92563,66499
"1850","CA",92567,47571
"1851","CA",92570,39558
"1852","CA",92571,39655
"1853","CA",92582,47299
"1854","CA",92583,37123
"1855","CA",92584,64446
"1856","CA",92585,57821
"1857","CA",92586,43626
"1858","CA",92587,67352
"1859","CA",92590,67997
"1860","CA",92591,67312
"1861","CA",92592,79244
"1862","CA",92595,55987
"1863","CA",92596,69067
"1864","CA",92602,99144
"1865","CA",92603,116738
"1866","CA",92604,81631
"1867","CA",92606,85228
"1868","CA",92610,100766
"1869","CA",92612,82132
"1870","CA",92614,84633
"1871","CA",92617,80167
"1872","CA",92618,99991
"1873","CA",92620,97542
"1874","CA",92624,77638
"1875","CA",92625,128851
"1876","CA",92626,68790
"1877","CA",92627,58196
"1878","CA",92629,87437
"1879","CA",92630,73388
"1880","CA",92637,58709
"1881","CA",92646,83819
"1882","CA",92647,65006
"1883","CA",92648,88015
"1884","CA",92649,88796
"1885","CA",92651,107884
"1886","CA",92653,81655
"1887","CA",92655,35953
"1888","CA",92656,88748
"1889","CA",92657,139532
"1890","CA",92660,114104
"1891","CA",92661,95657
"1892","CA",92662,103439
"1893","CA",92663,90827
"1894","CA",92672,74959
"1895","CA",92673,110068
"1896","CA",92675,75932
"1897","CA",92676,86979
"1898","CA",92677,92934
"1899","CA",92679,115813
"1900","CA",92683,48806
"1901","CA",92688,86100
"1902","CA",92691,78623
"1903","CA",92692,89609
"1904","CA",92694,121798
"1905","CA",92701,32606
"1906","CA",92703,31243
"1907","CA",92704,38268
"1908","CA",92705,79805
"1909","CA",92706,49697
"1910","CA",92707,38705
"1911","CA",92708,73335
"1912","CA",92780,55212
"1913","CA",92782,98212
"1914","CA",92801,39881
"1915","CA",92802,41256
"1916","CA",92804,43323
"1917","CA",92805,41056
"1918","CA",92806,51674
